game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,125,Tamika Catchings,5,Fever,Indiana,Fever,37,6,13,2,4,2,4,1,8,9,6,5,2,1,4,-4,16,TRUE,FALSE,FALSE,TRUE,24,T. Catchings,,Forward,F,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,551,Ebony Hoffman,5,Fever,Indiana,Fever,20,2,8,0,2,0,0,1,1,2,0,0,0,0,5,-2,4,TRUE,FALSE,FALSE,TRUE,16,E. Hoffman,,Forward,F,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,384,Tammy  Sutton-Brown,5,Fever,Indiana,Fever,28,8,13,0,0,6,9,1,4,5,1,0,0,5,3,+2,22,TRUE,FALSE,FALSE,FALSE,8,T. Sutton-Brown,,Center,C,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,89,Tully  Bevilaqua,5,Fever,Indiana,Fever,17,1,2,1,1,0,0,0,1,1,3,0,0,0,1,+8,3,TRUE,FALSE,FALSE,FALSE,41,T. Bevilaqua,,Guard,G,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,156,Katie Douglas,5,Fever,Indiana,Fever,38,4,14,1,9,4,4,1,3,4,9,1,0,1,2,-2,13,TRUE,FALSE,FALSE,TRUE,23,K. Douglas,,Guard,G,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,646,Jessica  Moore,5,Fever,Indiana,Fever,7,0,3,0,0,0,0,1,1,2,0,1,0,0,1,-8,0,FALSE,FALSE,FALSE,FALSE,31,J. Moore,,Forward,F,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,735,Shay Murphy,5,Fever,Indiana,Fever,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,4,S. Murphy,,Forward,F,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,716,Jessica Davenport,5,Fever,Indiana,Fever,18,8,11,0,0,2,2,0,2,2,1,0,2,1,3,-9,18,FALSE,FALSE,FALSE,FALSE,50,J. Davenport,,Center,C,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,860,Briann January,5,Fever,Indiana,Fever,23,3,7,2,3,0,1,1,1,2,4,1,0,0,3,-16,8,FALSE,FALSE,FALSE,TRUE,20,B. January,https://a.espncdn.com/i/headshots/wnba/players/full/860.png,Guard,G,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,3,Tamecka Dixon,5,Fever,Indiana,Fever,5,0,3,0,0,0,0,2,0,2,0,0,0,0,0,-10,0,FALSE,FALSE,FALSE,FALSE,,T. Dixon,,Not Available,NA,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,861,Christina Wirth,5,Fever,Indiana,Fever,8,1,1,0,0,0,0,0,2,2,0,0,0,1,1,+1,2,FALSE,FALSE,FALSE,TRUE,,C. Wirth,,Not Available,NA,Indiana Fever,s:40~l:59~t:5,indiana-fever,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,IND,e2382f,08265b,away,FALSE,86,11,Mercury,Phoenix,Phoenix Mercury,PHO,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,3a267d,e56020,94
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,592,Le'coe Willingham,11,Mercury,Phoenix,Mercury,26,2,3,0,0,3,3,2,3,5,2,0,1,4,1,-1,7,TRUE,FALSE,FALSE,FALSE,43,L. Willingham,,Forward,F,Phoenix Mercury,s:40~l:59~t:11,phoenix-mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,PHO,3a267d,e56020,home,TRUE,94,5,Fever,Indiana,Indiana Fever,IND,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,e2382f,08265b,86
291009011,2009,3,2009-10-09,2009-10-10T01:00:00Z,369,Tangela  Smith,11,Mercury,Phoenix,Mercury,31,2,5,2,4,0,0,2,6,8,2,1,2,0,5,-1,6,TRUE,FALSE,FALSE,TRUE,50,T. Smith,,Center,C,Phoenix Mercury,s:40~l:59~t:11,phoenix-mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,PHO,3a267d,e56020,home,TRUE,94,5,Fever,Indiana,Indiana Fever,IND,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,e2382f,08265b,86
